ncIdentifier,prIdentifier,interaction
n405569,Q96PU8,0
n382143,P31483,0
n384228,Q9H9G7,0
n381022,Q07955,0
n344547,Q9HCE1,0
n345832,Q9HCK5,0
n408131,Q49AS9,0
n408131,P31483,0
n408131,P35637,0
n385725,Q9UL18,0
n382511,P26599,0
n385425,P26599,0
n385425,Q07955,0
n385425,Q9UPQ9,0
n385425,Q01844,0
n378019,Q8NDV7,0
n385468,Q6PJX3,0
n368164,Q6PJX3,0
n407410,Q13285,0
n344791,Q96PU8,0
n376411,Q9HCE1,0
n386411,O43251,0
n385951,Q9UKV8,0
n344996,Q86X94,0
n386856,P31483,0
n345337,Q9UPQ9,0
n378555,Q9UKV8,0
n385511,Q9H9G7,0
n377677,O00425,0
n371206,Q9HCK5,0
n344530,Q6PJX3,0
n344724,Q9HCE1,0
n344678,Q01844,0
n407887,O00425,0
n382181,Q13285,0
n382224,P26599,0
n383019,B7ZL34,0
n387674,Q13148,0
n344814,Q8NDV7,0
n408340,Q07955,0
n408340,Q86X94,0
n408340,Q9HCE1,0
n408340,Q9Y6M1,0
n346465,Q9HCK5,0
n380693,Q15717,0
n378507,Q13148,0
n344601,Q6PJX3,0
n344490,Q01844,0
n408890,P31483,0
n345960,Q15717,0
n386682,Q9UL18,0
n377015,Q01844,0
n377932,Q9HCK5,0
n407465,Q13148,0
n383550,Q9UKV8,0
n374536,Q49AS9,0
n377670,Q86X94,0
n407502,B7ZL34,0
n383565,Q9HCJ0,0
n382220,Q9HCK5,0
n370995,Q13148,0
n406899,Q13285,0
n386448,Q6PJX3,0
n379459,Q07955,0
n346167,Q9HCE1,0
n380489,Q15717,0
n380489,Q8NDV7,0
n380489,P35637,0
n380489,Q9NZI8,0
n407573,Q9NZI8,0
n344530,B7ZL34,0
n382982,Q8NDV7,0
n369512,Q8NDV7,0
n370618,Q13285,0
n345232,Q8NDV7,0
n345232,O43251,0
n345232,Q9HCJ0,0
n345232,Q96PU8,0
n407473,Q13148,0
n379466,Q96PU8,0
n377799,Q9HCJ0,0
n409672,O43251,0
n387712,Q49AS9,0
n384770,P26599,0
n384770,B7ZL34,0
n384770,Q9UKV8,0
n381846,Q9HCJ0,0
n410462,Q9HCE1,0
n406194,Q9UL18,0
n378503,Q8NDV7,0
n410523,Q15717,0
n345641,P26599,0
n344800,Q8NDV7,0
n383172,Q9HCK5,0
n345912,Q13148,0
n345524,Q9Y6M1,0
n346492,Q13148,0
n376189,P26599,0
n381623,Q07955,0
n411681,Q6PJX3,0
n381885,Q15717,0
n384227,P31483,0
n410904,Q86X94,0
n376207,Q9NZI8,0
n364181,Q9HCJ0,0
n410638,Q15717,0
n374530,P31483,0
n408189,Q9Y6M1,0
n346101,Q6PJX3,0
n407442,Q9HCE1,0
n407442,Q49AS9,0
n407442,P26599,0
n381464,Q96PU8,0
n379927,Q13285,0
n345421,P26599,0
n344760,Q8NDV7,0
n387060,Q13148,0
n409149,Q01844,0
n409149,O00425,0
n409149,Q96PU8,0
n346094,P26599,0
n386480,Q9UL18,0
n346528,Q9HCE1,0
n386682,Q13285,0
n385039,P26599,0
n379293,Q9UL18,0
n384422,B7ZL34,0
n378094,O00425,0
n387106,Q9HCE1,0
n383327,Q01844,0
n372953,P26599,0
n377290,B7ZL34,0
n386538,Q15717,0
n376398,Q9UKV8,0
n407311,P26599,0
n385229,Q07955,0
n381041,P31483,0
n344574,Q9UL18,0
n406796,Q07955,0
n407573,P31483,0
n381623,Q9HCJ0,0
n409756,Q8NDV7,0
n345516,Q9HCJ0,0
n377717,P26599,0
n379304,Q96PU8,0
n378726,O00425,0
n379841,Q9UPQ9,0
n406328,Q9HCK5,0
n344705,Q07955,0
n381970,Q15717,0
n368637,Q9UL18,0
n367774,P31483,0
n379406,Q9UKV8,0
n380659,O43251,0
n387280,Q9NZI8,0
n381280,Q86X94,0
n375630,O43251,0
n345641,Q9HCE1,0
n379637,Q9UPQ9,0
n382918,P31483,0
n344649,Q9HCJ0,0
n406480,B7ZL34,0
n406480,P31483,0
n406480,Q96PU8,0
n410143,Q07955,0
n384325,Q9UL18,0
n380500,Q9NZI8,0
n374497,Q9HCE1,0
n387063,Q9HCK5,0
n370698,Q9UPQ9,0
n385425,Q8NDV7,0
n381351,Q9HCE1,0
n381351,Q9HCK5,0
n381351,Q9HCK5,0
n381351,Q8NDV7,0
n364975,Q9HCJ0,0
n379454,Q96PU8,0
n345807,Q9UL18,0
n406195,Q9HCK5,0
n381793,Q9H9G7,0
n384011,Q01844,0
n385511,Q9UL18,0
n408349,O00425,0
n345173,Q86X94,0
n344736,Q07955,0
n377683,Q9UL18,0
n409179,P31483,0
n406475,Q13148,0
n405439,Q13148,0
n370058,O43251,0
n405607,P31483,0
n345185,Q9NZI8,0
n375097,P26599,0
n345068,Q8NDV7,0
n386209,Q9HCE1,0
n345800,Q9UL18,0
n377873,Q9HCJ0,0
n379927,P31483,0
n384625,Q9HCK5,0
n384209,Q96PU8,0
n405569,P35637,0
n385468,Q9Y6M1,0
n344791,Q86X94,0
n346189,Q9HCJ0,0
n382037,Q9NZI8,0
n406134,Q13148,0
n406134,Q9HCE1,0
n406134,B7ZL34,0
n406134,Q9UPQ9,0
n375478,O00425,0
n377665,O43251,0
n380158,Q13285,0
n344749,Q86X94,0
n409707,Q9HCE1,0
n384083,Q9NZI8,0
n370725,Q6PJX3,0
n384228,B7ZL34,0
n382231,Q96PU8,0
n405440,Q13285,0
n384140,Q86X94,0
n381942,O43251,0
n410108,O43251,0
n406478,Q9UPQ9,0
n409649,Q86X94,0
n407534,Q6PJX3,0
n344457,B7ZL34,0
n408292,Q9HCK5,0
n410638,Q9UL18,0
n345975,Q9UKV8,0
n378094,P26599,0
n379406,P35637,0
n344930,P31483,0
n363356,Q9H9G7,0
n344462,Q9HCE1,0
n371665,B7ZL34,0
n344585,Q9H9G7,0
n385765,Q9NZI8,0
n410149,P26599,0
n383884,Q6PJX3,0
n410457,B7ZL34,0
n344931,Q86X94,0
n363902,P35637,0
n379114,Q9HCK5,0
n363468,Q9NZI8,0
n410128,Q01844,0
n406883,B7ZL34,0
n344691,Q6PJX3,0
n367885,P31483,0
n378366,Q96PU8,0
n385727,Q49AS9,0
n385727,Q8NDV7,0
n385727,P26599,0
n345623,Q49AS9,0
n406914,Q96PU8,0
n363904,Q15717,0
n381526,Q9HCJ0,0
n384484,Q9UPQ9,0
n406866,Q9HCK5,0
n376313,P35637,0
n378914,Q9H9G7,0
n384770,Q8NDV7,0
n378866,Q6PJX3,0
n385123,Q9HCE1,0
n386209,Q9UPQ9,0
n364507,P26599,0
n383862,Q13285,0
n383862,Q49AS9,0
n383862,Q9UKV8,0
n384936,P31483,0
n386067,Q86X94,0
n386067,Q15717,0
n386067,P26599,0
n386067,B7ZL34,0
n344687,Q8NDV7,0
n373790,Q6PJX3,0
n344995,Q6PJX3,0
n384625,O00425,0
n383211,B7ZL34,0
n344793,Q9HCK5,0
n408032,Q9HCJ0,0
n344814,P26599,0
n381754,Q9NZI8,0
n373361,Q9H9G7,0
n385480,O00425,0
n345670,O00425,0
n373575,Q9HCJ0,0
n385273,P35637,0
n385806,Q86X94,0
n345912,Q8NDV7,0
n345779,O00425,0
n407447,P26599,0
n378726,Q6PJX3,0
n384227,Q9NZI8,0
n365837,P31483,0
n345623,Q9HCE1,0
n379107,Q07955,0
n380399,Q9UPQ9,0
n386260,Q13148,0
n406422,Q6PJX3,0
n386315,O00425,0
n384770,P35637,0
n381557,P31483,0
n372916,Q86X94,0
n378108,B7ZL34,0
n378108,O43251,0
n378108,Q6PJX3,0
n346385,Q9UKV8,0
n387060,Q86X94,0
n346128,Q9NZI8,0
n382077,Q01844,0
n384202,Q8NDV7,0
n344741,Q96PU8,0
n405439,Q9HCK5,0
n382131,Q6PJX3,0
n408176,Q6PJX3,0
n385185,Q9UPQ9,0
n381805,Q9H9G7,0
n407887,Q9HCE1,0
n377717,O43251,0
n408200,Q9UPQ9,0
n382000,O00425,0
n377766,Q9H9G7,0
n371176,Q49AS9,0
n344646,Q96PU8,0
n384996,Q8NDV7,0
n383234,Q9HCJ0,0
n372986,Q13148,0
n344656,Q9HCE1,0
n383567,Q9UL18,0
n385685,Q15717,0
n385685,Q9UKV8,0
n385685,O00425,0
n385685,Q9NZI8,0
n410523,B7ZL34,0
n364511,Q6PJX3,0
n364511,Q9NZI8,0
n364511,B7ZL34,0
n408108,Q01844,0
n369093,Q9Y6M1,0
n377912,P26599,0
n368044,Q9HCE1,0
n408051,Q6PJX3,0
n345885,Q96PU8,0
n344810,Q9HCE1,0
n410799,Q9UKV8,0
n372953,O43251,0
n345486,Q9UPQ9,0
n378039,Q9UPQ9,0
n344574,Q13148,0
n381159,B7ZL34,0
n383862,Q6PJX3,0
n372503,O43251,0
n345101,P35637,0
n368759,Q9HCK5,0
n386231,Q9HCJ0,0
n379131,Q9Y6M1,0
n410189,Q96PU8,0
n344552,P35637,0
n383190,O43251,0
n386372,Q86X94,0
n378843,Q9NZI8,0
n378843,Q6PJX3,0
n378843,Q49AS9,0
n378843,Q01844,0
n409149,Q86X94,0
n382989,Q13285,0
n384996,Q9Y6M1,0
n376985,Q01844,0
n405299,Q96PU8,0
n407922,Q49AS9,0
n346007,B7ZL34,0
n385318,Q6PJX3,0
n386328,Q96PU8,0
n382094,P35637,0
n346026,Q9Y6M1,0
n364548,Q01844,0
n406926,O43251,0
n370152,Q15717,0
n383025,Q86X94,0
n368443,Q9UKV8,0
n345915,Q01844,0
n365451,Q6PJX3,0
n382181,Q8NDV7,0
n346082,Q13285,0
n346082,O43251,0
n346082,Q9UPQ9,0
n346082,P31483,0
n408024,Q13148,0
n408024,Q13285,0
n408024,Q9NZI8,0
n408024,Q86X94,0
n381623,Q9UL18,0
n376502,Q9UPQ9,0
n372953,Q9HCE1,0
n385130,Q8NDV7,0
n344574,P26599,0
n372953,Q9UL18,0
n363297,Q9HCE1,0
n381364,Q96PU8,0
n346299,B7ZL34,0
n379406,O00425,0
n346007,Q13285,0
n385106,Q8NDV7,0
n382507,B7ZL34,0
n385145,Q9UL18,0
n345437,Q8NDV7,0
n370995,Q9UKV8,0
n407210,Q9HCJ0,0
n407210,Q13285,0
n407210,P31483,0
n407210,B7ZL34,0
n407211,Q9UPQ9,0
n385727,O43251,0
n381720,Q9UL18,0
n346051,Q07955,0
n344818,Q9HCE1,0
n382553,Q9HCE1,0
n371301,Q9UPQ9,0
n410638,Q9HCK5,0
n407852,O43251,0
n346137,Q13285,0
n409726,Q01844,0
n387316,Q9HCK5,0
n385203,P35637,0
n364558,Q07955,0
n385203,Q8NDV7,0
n345802,P26599,0
n345161,Q9Y6M1,0
n344793,Q9H9G7,0
n386148,Q6PJX3,0
n383560,Q9HCJ0,0
n383560,Q8NDV7,0
n383560,O43251,0
n383560,Q13285,0
n345455,Q13285,0
n346332,Q9HCE1,0
n345823,Q15717,0
n369984,Q01844,0
n408309,P26599,0
n346426,Q8NDV7,0
n346296,Q01844,0
n344808,Q13148,0
n383714,O43251,0
n375748,P31483,0
n386098,P35637,0
n386977,Q13148,0
n407071,Q49AS9,0
n384320,O43251,0
n384233,O00425,0
n380693,Q9UL18,0
n381793,B7ZL34,0
n364729,Q9NZI8,0
n410547,Q13148,0
n345040,Q9UPQ9,0
n374652,Q49AS9,0
n381727,Q49AS9,0
n385256,O43251,0
n385632,P31483,0
n379110,Q9UKV8,0
n345045,B7ZL34,0
n381468,Q9HCK5,0
n385822,O00425,0
n381074,O43251,0
n363315,P35637,0
n346109,Q9UPQ9,0
n382908,Q9UL18,0
n381559,Q9NZI8,0
n378503,Q9HCE1,0
n382975,Q9Y6M1,0
n346535,Q9NZI8,0
n406274,P26599,0
n345408,Q9HCJ0,0
n409674,Q07955,0
n345957,P31483,0
n367887,Q9Y6M1,0
n344995,P26599,0
n345304,O43251,0
n382511,Q8NDV7,0
n409674,Q13285,0
n344604,B7ZL34,0
n410191,O43251,0
n376189,Q49AS9,0
n387046,Q07955,0
n406409,Q13148,0
n369419,P26599,0
n407661,Q01844,0
n345222,Q07955,0
n345222,P31483,0
n345222,Q9HCJ0,0
n345222,P35637,0
n367640,Q86X94,0
n381351,Q9NZI8,0
n345800,P26599,0
n386524,Q13285,0
n344691,Q9UPQ9,0
n346143,Q9H9G7,0
n372291,Q86X94,0
n378377,Q96PU8,0
n364734,P35637,0
n377639,B7ZL34,0
n345685,P26599,0
n386315,Q6PJX3,0
n379342,Q9UL18,0
n410149,Q15717,0
n385255,Q8NDV7,0
n406422,P31483,0
n410904,Q9UL18,0
n375390,B7ZL34,0
n384686,Q9HCJ0,0
n386501,Q9NZI8,0
n345386,Q9Y6M1,0
n408191,Q07955,0
n385727,Q15717,0
n385727,Q13285,0
n385727,O43251,0
n385727,Q49AS9,0
n410143,Q9H9G7,0
n384738,P35637,0
n344612,Q9NZI8,0
n345483,P26599,0
n345157,Q49AS9,0
n381022,Q96PU8,0
n345045,Q9UL18,0
n367422,Q01844,0
n371891,Q9Y6M1,0
n411118,B7ZL34,0
n364180,Q9NZI8,0
n406478,Q01844,0
n344610,Q9HCE1,0
n346533,Q8NDV7,0
n345594,Q07955,0
n381689,B7ZL34,0
n345382,Q9UKV8,0
n381280,Q13285,0
n386100,Q13148,0
n409115,Q9UL18,0
n346533,Q9HCJ0,0
n344793,Q6PJX3,0
n376504,Q6PJX3,0
n377310,Q9HCE1,0
n364545,Q8NDV7,0
n382059,Q01844,0
n405417,O00425,0
n386152,Q13148,0
n376518,Q96PU8,0
n385274,Q9HCE1,0
n385274,Q6PJX3,0
n385274,Q86X94,0
n385274,Q9HCJ0,0
n381268,Q9HCJ0,0
n387722,B7ZL34,0
n345385,Q49AS9,0
n405660,P31483,0
n382687,P31483,0
n385727,Q9UPQ9,0
n376380,Q9UKV8,0
n405884,Q13285,0
n385224,Q01844,0
n384936,Q9H9G7,0
n378520,O43251,0
n386315,Q01844,0
n345694,Q9HCJ0,0
n409672,Q9HCJ0,0
n411552,Q49AS9,0
n344885,Q07955,0
n384030,Q9H9G7,0
n345337,Q6PJX3,0
n410457,O00425,0
n377799,Q9UKV8,0
n406154,Q9Y6M1,0
n346481,P35637,0
n344651,Q07955,0
n410523,Q01844,0
n345433,Q9HCJ0,0
n344958,B7ZL34,0
n383428,P31483,0
n344768,Q9HCK5,0
n377254,Q13285,0
n363566,P26599,0
n407400,Q9UKV8,0
n346465,Q49AS9,0
n379107,Q9HCK5,0
n375854,P35637,0
n375854,Q15717,0
n375854,Q9HCE1,0
n382105,Q13285,0
n408353,Q9HCE1,0
n385951,Q9HCK5,0
n384690,Q6PJX3,0
n365469,Q15717,0
n345574,P26599,0
n409638,Q9H9G7,0
n407887,Q9NZI8,0
n386976,B7ZL34,0
n364518,Q13285,0
n345988,Q15717,0
n375270,Q49AS9,0
n386179,O43251,0
n386179,Q13285,0
n386179,P31483,0
n386179,Q49AS9,0
n386067,Q9UPQ9,0
n409179,P26599,0
n382960,Q9UKV8,0
n378714,Q07955,0
n370013,O00425,0
n387393,P26599,0
n344860,Q9HCK5,0
n377795,Q9HCK5,0
n345888,P26599,0
n378515,Q9UKV8,0
n368610,Q9UPQ9,0
n405311,Q9HCJ0,0
n385145,Q9UPQ9,0
n407887,Q9NZI8,0
n407887,Q9UKV8,0
n407887,Q49AS9,0
n344638,P26599,0
n344638,Q9UKV8,0
n344638,Q13285,0
n385274,P31483,0
n346110,Q9H9G7,0
n407464,P35637,0
n409674,O43251,0
n370618,Q9UPQ9,0
n382231,O43251,0
n368628,Q9UPQ9,0
n410722,Q86X94,0
n386543,P31483,0
n383218,Q9Y6M1,0
n364039,Q13285,0
n344547,Q49AS9,0
n410457,Q96PU8,0
n406816,B7ZL34,0
n346082,Q9HCJ0,0
n381838,Q9UKV8,0
n381443,Q96PU8,0
n383211,Q96PU8,0
n344604,Q9UL18,0
n344748,Q9HCK5,0
n386605,Q9HCJ0,0
n377541,Q15717,0
n384738,Q49AS9,0
n410152,O43251,0
n383603,Q49AS9,0
n406883,P31483,0
n407918,Q9HCJ0,0
n345288,P31483,0
n408211,O43251,0
n386194,Q8NDV7,0
n406301,Q9HCK5,0
n384758,Q9H9G7,0
n384132,Q9NZI8,0
n375603,B7ZL34,0
n385783,O43251,0
n386343,Q01844,0
n409179,O43251,0
n387722,Q86X94,0
n385370,Q13285,0
n345777,Q9HCK5,0
n344880,O00425,0
n344960,B7ZL34,0
n377720,Q01844,0
n408335,Q9UPQ9,0
n377919,P35637,0
n381187,P26599,0
n407661,Q9UPQ9,0
n407661,Q9HCJ0,0
n406246,Q8NDV7,0
n363347,Q9HCJ0,0
n377720,Q86X94,0
n372725,Q9UKV8,0
n410152,Q6PJX3,0
n373758,B7ZL34,0
n408895,B7ZL34,0
n385145,Q9H9G7,0
n385727,Q9UL18,0
n345437,Q49AS9,0
n378503,Q07955,0
n405455,Q9Y6M1,0
n384655,Q8NDV7,0
n377862,Q07955,0
n384757,Q96PU8,0
n407114,B7ZL34,0
n408075,P35637,0
n368610,B7ZL34,0
n379622,Q9NZI8,0
n345025,Q13148,0
n407073,Q9Y6M1,0
n344538,Q9UKV8,0
n387017,Q9HCE1,0
n380027,Q13148,0
n383634,Q9Y6M1,0
n345385,Q49AS9,0
n345385,Q9H9G7,0
n345385,Q01844,0
n382918,Q13148,0
n346082,Q07955,0
n410072,B7ZL34,0
n386231,Q13148,0
n385139,Q9UPQ9,0
n344601,P26599,0
n411528,Q9HCK5,0
n367218,Q86X94,0
n383862,Q01844,0
n407447,Q9UL18,0
n378840,P35637,0
n379327,P26599,0
n384234,Q96PU8,0
n344691,Q9UL18,0
n381720,Q9HCJ0,0
n381351,Q15717,0
n344701,Q01844,0
n344472,P31483,0
n409674,Q9UPQ9,0
n369663,P31483,0
n409275,O00425,0
n405951,O43251,0
n344517,Q86X94,0
n378350,Q9HCE1,0
n384140,P26599,0
n384140,Q07955,0
n384140,O43251,0
n384140,Q96PU8,0
n345091,Q6PJX3,0
n406225,Q6PJX3,0
n379442,P31483,0
n407434,O00425,0
n344924,Q13148,0
n385813,Q9H9G7,0
n344791,O43251,0
n344547,O43251,0
n366395,Q01844,0
n379466,Q9H9G7,0
n383190,Q13285,0
n410523,Q6PJX3,0
n410523,Q13285,0
n410523,Q15717,0
n410523,Q49AS9,0
n344691,Q9H9G7,0
n344588,Q9HCJ0,0
n377639,Q8NDV7,0
n372993,Q96PU8,0
n409305,Q9HCK5,0
n385287,Q49AS9,0
n344871,P35637,0
n407434,Q9HCE1,0
n376215,Q9UL18,0
n344457,Q8NDV7,0
n382464,B7ZL34,0
n386977,P35637,0
n386977,Q13285,0
n386977,O43251,0
n386977,Q9UPQ9,0
n411142,Q07955,0
n345881,Q9HCE1,0
n383509,Q01844,0
n364596,Q9NZI8,0
n407410,Q9Y6M1,0
n408051,Q9UKV8,0
n369504,P35637,0
n382511,Q9HCJ0,0
n409149,Q9UL18,0
n408119,Q15717,0
n382231,Q13285,0
n379841,Q9UL18,0
n344667,P31483,0
n345045,Q13285,0
n381430,Q8NDV7,0
n382014,Q96PU8,0
n364410,Q9NZI8,0
n406889,P26599,0
n376203,Q8NDV7,0
n344461,Q9UKV8,0
n378366,Q9HCJ0,0
n346051,Q13148,0
n406914,Q9HCK5,0
n379834,B7ZL34,0
n344871,O43251,0
n344971,Q9HCK5,0
n381443,Q13285,0
n385725,O43251,0
n385725,Q13285,0
n385725,Q15717,0
n385725,Q9HCK5,0
n382184,Q9UPQ9,0
n344995,Q9HCJ0,0
n378252,P35637,0
n382014,Q9UL18,0
n382933,Q9UKV8,0
n383560,B7ZL34,0
n367124,Q13285,0
n346082,Q86X94,0
n377799,Q6PJX3,0
n344934,Q9NZI8,0
n345971,Q9H9G7,0
n344793,Q9UL18,0
n363616,Q9H9G7,0
n410131,Q8NDV7,0
n384996,Q9Y6M1,0
n367640,Q9UL18,0
n377873,Q13148,0
n408131,Q13285,0
n365737,Q13148,0
n387722,Q9HCK5,0
n380278,Q9HCJ0,0
n381057,Q8NDV7,0
n377834,Q13285,0
n382989,Q9HCE1,0
n408220,Q9UPQ9,0
n409499,Q9HCK5,0
n345386,P35637,0
n363948,Q9HCJ0,0
n408055,Q9H9G7,0
n381776,P35637,0
n385488,Q96PU8,0
n374534,Q13148,0
n385225,Q13148,0
n385685,P35637,0
n344574,Q07955,0
n344960,O43251,0
n367363,Q13285,0
n382131,Q8NDV7,0
n385730,O43251,0
n385725,Q9UL18,0
n364975,Q86X94,0
n381623,Q13285,0
n345939,O00425,0
n386315,Q13148,0
n410453,Q9HCE1,0
n381623,P31483,0
n344971,Q13285,0
n377740,O00425,0
n384198,P31483,0
n406866,Q9UL18,0
n407687,P31483,0
n410638,O43251,0
n344687,Q86X94,0
n365543,Q9NZI8,0
n376403,Q8NDV7,0
n406900,Q86X94,0
n407071,Q9HCJ0,0
n345386,Q9HCK5,0
n344778,Q01844,0
n369512,P26599,0
n410143,B7ZL34,0
n384398,P26599,0
n383560,Q6PJX3,0
n344924,Q9UPQ9,0
n410072,Q8NDV7,0
n385203,O43251,0
n378252,Q9NZI8,0
n378252,Q07955,0
n378252,Q13148,0
n384121,P35637,0
n346372,Q9Y6M1,0
n380027,Q9HCE1,0
n382502,Q13148,0
n344971,P35637,0
n379167,Q9HCE1,0
n410143,P35637,0
n345222,Q07955,0
n383828,Q96PU8,0
n382687,Q01844,0
n385187,Q9UPQ9,0
n377799,Q9UL18,0
n380158,Q15717,0
n380158,Q9H9G7,0
n380158,Q07955,0
n406952,Q9UKV8,0
n385139,Q9H9G7,0
n409672,Q49AS9,0
n410722,Q9UKV8,0
n381417,Q9NZI8,0
n410191,Q13148,0
n368727,Q6PJX3,0
n368727,Q9UPQ9,0
n368727,Q9HCE1,0
n368727,P31483,0
n386737,Q9UPQ9,0
n378520,P26599,0
n378054,Q9UPQ9,0
n378287,Q86X94,0
n345746,B7ZL34,0
n345981,Q8NDV7,0
n382207,Q15717,0
n381846,Q6PJX3,0
n344618,Q9H9G7,0
n345449,Q6PJX3,0
n345449,B7ZL34,0
n345449,Q13285,0
n345449,Q9NZI8,0
n372578,Q9HCK5,0
n379841,Q9HCE1,0
n344894,Q8NDV7,0
n409442,Q9UPQ9,0
n376189,Q13285,0
n386641,Q07955,0
n382687,Q6PJX3,0
n378384,Q6PJX3,0
n345424,Q9UL18,0
n376504,P26599,0
n386466,Q9NZI8,0
n385240,Q01844,0
n344996,P31483,0
n379310,Q9HCK5,0
n385813,Q9HCK5,0
n385725,Q13285,0
n363933,Q01844,0
n379622,Q9H9G7,0
n346370,Q9HCE1,0
n345437,Q9HCJ0,0
n387719,Q13285,0
n409683,Q13285,0
n383234,B7ZL34,0
n382094,O43251,0
n382094,Q9HCK5,0
n382094,Q9UKV8,0
n382094,Q9HCK5,0
n406191,Q9UPQ9,0
n345751,Q13148,0
n407465,Q9UKV8,0
n406569,Q86X94,0
n377665,P35637,0
n382635,P26599,0
n410487,Q96PU8,0
n387397,Q9HCJ0,0
n409368,Q9NZI8,0
n368610,P35637,0
n387063,Q6PJX3,0
n381417,Q01844,0
n385468,P26599,0
n386362,Q96PU8,0
n346535,Q9HCK5,0
n381586,Q6PJX3,0
n377506,B7ZL34,0
n371673,Q8NDV7,0
n344758,Q9NZI8,0
n411678,Q9HCK5,0
n381443,Q9H9G7,0
n405566,Q49AS9,0
n381945,O00425,0
n383805,Q9HCJ0,0
n345916,O00425,0
n380693,Q9HCJ0,0
n367650,Q9UL18,0
n378002,P35637,0
n345685,Q8NDV7,0
n379288,Q13285,0
n377660,O00425,0
n384686,Q9UPQ9,0
n405569,Q9HCJ0,0
n406266,P35637,0
n410638,Q9UPQ9,0
n345385,O00425,0
n387614,Q8NDV7,0
n382702,Q01844,0
n407180,Q9UKV8,0
n383032,Q9UL18,0
n364139,Q6PJX3,0
n386067,P31483,0
n376366,Q13285,0
n405968,P31483,0
n378414,O43251,0
n386512,Q13148,0
n383080,Q9HCE1,0
n409250,B7ZL34,0
n385512,Q9H9G7,0
n378277,P31483,0
n406422,P35637,0
n345232,Q9HCE1,0
n378108,Q86X94,0
n386454,O43251,0
n382512,Q49AS9,0
n381586,Q13148,0
n344540,Q86X94,0
n384327,P31483,0
n377897,Q8NDV7,0
n369505,Q9NZI8,0
n385725,Q8NDV7,0
n410565,Q9UL18,0
n386328,O43251,0
n382670,O00425,0
n382184,Q07955,0
n384690,Q9UL18,0
n375212,Q9UKV8,0
n406782,P26599,0
n406900,Q01844,0
n408239,P35637,0
n386353,Q13285,0
n381011,Q9UKV8,0
n344768,Q9H9G7,0
n383551,Q13285,0
n344860,Q9HCJ0,0
n385302,Q13148,0
n373865,Q86X94,0
n383509,Q9UL18,0
n345694,Q6PJX3,0
n387128,Q9HCK5,0
n381351,Q86X94,0
n344748,Q9Y6M1,0
n409143,Q6PJX3,0
n385813,Q07955,0
n381409,O00425,0
n381409,Q9HCJ0,0
n381409,Q6PJX3,0
n377740,O43251,0
n386592,P31483,0
n382953,Q13148,0
n382918,B7ZL34,0
n374652,P35637,0
n406409,Q9HCJ0,0
n382918,Q13285,0
n380761,O00425,0
n346385,P35637,0
n405893,B7ZL34,0
n379167,P35637,0
n383186,Q9Y6M1,0
n384625,Q9UL18,0
n407210,Q9HCE1,0
n377736,Q15717,0
n377360,Q8NDV7,0
n387063,Q8NDV7,0
n344986,Q8NDV7,0
n344675,P35637,0
n382184,O43251,0
n344659,P26599,0
n345161,Q8NDV7,0
n383080,Q13285,0
n371673,Q01844,0
n385318,P35637,0
n345421,Q01844,0
n381720,Q9UPQ9,0
n345386,Q96PU8,0
n385685,Q9UPQ9,0
n385685,O43251,0
n385685,Q9Y6M1,0
n378218,Q01844,0
n406480,Q9HCE1,0
n344778,Q9HCE1,0
n345696,Q96PU8,0
n410488,Q9UL18,0
n382553,Q86X94,0
n381623,Q01844,0
n382918,Q9H9G7,0
n410249,Q86X94,0
n378945,Q9UL18,0
n344972,O00425,0
n345221,B7ZL34,0
n346110,Q49AS9,0
n344745,Q9NZI8,0
n378353,P26599,0
n346128,Q96PU8,0
n346171,Q13285,0
n375522,B7ZL34,0
n379574,Q9H9G7,0
n344778,Q15717,0
n346211,Q9HCJ0,0
n382037,Q9HCJ0,0
n382148,P35637,0
n378503,Q13148,0
n386524,Q9H9G7,0
n377639,Q9NZI8,0
n406246,O00425,0
n410565,O43251,0
n379630,Q6PJX3,0
n379593,Q07955,0
n406404,Q9UPQ9,0
n406346,Q9NZI8,0
n386682,P35637,0
n345334,Q07955,0
n369879,Q9HCK5,0
n386176,P35637,0
n381344,Q96PU8,0
n345966,Q96PU8,0
n372953,Q07955,0
n344649,Q07955,0
n344949,P31483,0
n384228,Q9HCK5,0
n345040,Q9H9G7,0
n409235,P26599,0
n386034,Q9UPQ9,0
n370709,Q15717,0
n381786,Q9UL18,0
n345777,Q8NDV7,0
n384496,Q9HCE1,0
n370571,Q13148,0
n383186,Q01844,0
n382312,Q9UL18,0
n344748,Q9HCK5,0
n369808,Q15717,0
n345473,Q9HCK5,0
n409672,Q01844,0
n382000,Q86X94,0
n378912,P31483,0
n345873,O00425,0
n384213,Q9UL18,0
n375477,Q96PU8,0
n382428,Q9HCJ0,0
n406416,O00425,0
n344659,Q86X94,0
n410143,Q01844,0
n386976,Q9H9G7,0
n372030,Q9UPQ9,0
n346465,Q9UPQ9,0
n405468,Q9UL18,0
n377665,Q13285,0
n344658,P31483,0
n344907,Q6PJX3,0
n346101,Q9HCK5,0
n384625,Q9HCE1,0
n344995,Q13285,0
n384430,Q9H9G7,0
n381351,Q49AS9,0
n379122,Q9UL18,0
n377897,Q96PU8,0
n387116,P35637,0
n409334,Q96PU8,0
n408051,O00425,0
n408277,Q86X94,0
n380399,Q9HCE1,0
n386477,Q49AS9,0
